bird_id,date_time
j7F15,2019-04-08T12:14:31Z
f5NV7,2019-04-08T12:14:38Z
bvGx3,2019-04-08T12:14:39Z
t3w0r,2019-04-08T12:14:41Z
j7F15,2019-04-08T12:14:52Z
f5NV7,2019-04-08T12:14:58Z
bvGx3,2019-04-08T12:14:59Z
t3w0r,2019-04-08T12:15:01Z
f5NV7,2019-04-08T12:15:18Z
f5NV7,2019-04-08T12:15:38Z
bvGx3,2019-04-08T12:15:39Z
t3w0r,2019-04-08T12:15:41Z
f5NV7,2019-04-08T12:15:58Z
bvGx3,2019-04-08T12:15:59Z
f5NV7,2019-04-08T12:16:18Z
bvGx3,2019-04-08T12:16:19Z
f5NV7,2019-04-08T12:16:38Z
t3w0r,2019-04-08T12:16:42Z
j7F15,2019-04-08T12:16:53Z
f5NV7,2019-04-08T12:16:58Z
f5NV7,2019-04-08T12:17:18Z
t3w0r,2019-04-08T12:17:22Z
bvGx3,2019-04-08T12:17:38Z
f5NV7,2019-04-08T12:17:38Z
t3w0r,2019-04-08T12:17:42Z
f5NV7,2019-04-08T12:17:58Z
f5NV7,2019-04-08T12:18:18Z
t3w0r,2019-04-08T12:18:22Z
bvGx3,2019-04-08T12:18:38Z
f5NV7,2019-04-08T12:18:38Z
t3w0r,2019-04-08T12:18:42Z
f5NV7,2019-04-08T12:18:58Z
bvGx3,2019-04-08T12:19:18Z
f5NV7,2019-04-08T12:19:18Z
t3w0r,2019-04-08T12:19:22Z
bvGx3,2019-04-08T12:19:38Z
f5NV7,2019-04-08T12:19:38Z
bvGx3,2019-04-08T12:19:57Z
f5NV7,2019-04-08T12:19:58Z
f5NV7,2019-04-08T12:20:18Z
t3w0r,2019-04-08T12:20:23Z
f5NV7,2019-04-08T12:20:38Z
f5NV7,2019-04-08T12:20:58Z
f5NV7,2019-04-08T12:21:18Z
bvGx3,2019-04-08T12:21:37Z
j7F15,2019-04-08T12:21:38Z
f5NV7,2019-04-08T12:21:38Z
f5NV7,2019-04-08T12:21:58Z
f5NV7,2019-04-08T12:22:18Z
t3w0r,2019-04-08T12:22:23Z
j7F15,2019-04-08T12:22:38Z
f5NV7,2019-04-08T12:22:38Z
f5NV7,2019-04-08T12:22:58Z
t3w0r,2019-04-08T12:23:03Z
f5NV7,2019-04-08T12:23:18Z
j7F15,2019-04-08T12:23:19Z
t3w0r,2019-04-08T12:23:23Z
f5NV7,2019-04-08T12:23:38Z
t3w0r,2019-04-08T12:23:44Z
f5NV7,2019-04-08T12:23:58Z
t3w0r,2019-04-08T12:24:04Z
f5NV7,2019-04-08T12:24:18Z
f5NV7,2019-04-08T12:24:38Z
t3w0r,2019-04-08T12:24:44Z
f5NV7,2019-04-08T12:24:58Z
t3w0r,2019-04-08T12:25:04Z
f5NV7,2019-04-08T12:25:18Z
f5NV7,2019-04-08T12:25:38Z
j7F15,2019-04-08T12:25:41Z
t3w0r,2019-04-08T12:25:44Z
f5NV7,2019-04-08T12:25:58Z
f5NV7,2019-04-08T12:26:18Z
j7F15,2019-04-08T12:26:22Z
t3w0r,2019-04-08T12:26:24Z
f5NV7,2019-04-08T12:26:38Z
f5NV7,2019-04-08T12:26:58Z
f5NV7,2019-04-08T12:27:18Z
j7F15,2019-04-08T12:27:23Z
f5NV7,2019-04-08T12:27:38Z
f5NV7,2019-04-08T12:27:58Z
f5NV7,2019-04-08T12:28:18Z
t3w0r,2019-04-08T12:28:25Z
f5NV7,2019-04-08T12:28:38Z
f5NV7,2019-04-08T12:29:18Z
f5NV7,2019-04-08T12:29:38Z
f5NV7,2019-04-08T12:29:58Z
j7F15,2019-04-08T12:30:05Z
f5NV7,2019-04-08T12:30:18Z
j7F15,2019-04-08T12:30:25Z
f5NV7,2019-04-08T12:30:38Z
j7F15,2019-04-08T12:30:46Z
f5NV7,2019-04-08T12:30:58Z
j7F15,2019-04-08T12:31:06Z
f5NV7,2019-04-08T12:31:18Z
j7F15,2019-04-08T12:31:26Z
j7F15,2019-04-08T12:31:46Z
f5NV7,2019-04-08T12:31:58Z
t3w0r,2019-04-08T12:32:06Z
j7F15,2019-04-08T12:32:07Z
t3w0r,2019-04-08T12:32:26Z
j7F15,2019-04-08T12:32:27Z
f5NV7,2019-04-08T12:32:37Z
t3w0r,2019-04-08T12:32:46Z
j7F15,2019-04-08T12:32:47Z
j7F15,2019-04-08T12:33:08Z
f5NV7,2019-04-08T12:33:17Z
t3w0r,2019-04-08T12:33:26Z
j7F15,2019-04-08T12:33:28Z
f5NV7,2019-04-08T12:33:37Z
t3w0r,2019-04-08T12:33:46Z
j7F15,2019-04-08T12:33:48Z
f5NV7,2019-04-08T12:33:57Z
t3w0r,2019-04-08T12:34:06Z
j7F15,2019-04-08T12:34:08Z
bvGx3,2019-04-08T12:34:13Z
t3w0r,2019-04-08T12:34:27Z
j7F15,2019-04-08T12:34:29Z
bvGx3,2019-04-08T12:34:33Z
f5NV7,2019-04-08T12:34:37Z
t3w0r,2019-04-08T12:34:47Z
bvGx3,2019-04-08T12:34:53Z
t3w0r,2019-04-08T12:35:07Z
j7F15,2019-04-08T12:35:09Z
bvGx3,2019-04-08T12:35:13Z
f5NV7,2019-04-08T12:35:17Z
t3w0r,2019-04-08T12:35:27Z
j7F15,2019-04-08T12:35:30Z
bvGx3,2019-04-08T12:35:33Z
t3w0r,2019-04-08T12:35:47Z
j7F15,2019-04-08T12:35:50Z
bvGx3,2019-04-08T12:35:52Z
j7F15,2019-04-08T12:36:10Z
bvGx3,2019-04-08T12:36:12Z
t3w0r,2019-04-08T12:36:27Z
j7F15,2019-04-08T12:36:31Z
bvGx3,2019-04-08T12:36:32Z
f5NV7,2019-04-08T12:36:37Z
t3w0r,2019-04-08T12:36:47Z
j7F15,2019-04-08T12:36:51Z
t3w0r,2019-04-08T12:37:07Z
j7F15,2019-04-08T12:37:11Z
bvGx3,2019-04-08T12:37:12Z
t3w0r,2019-04-08T12:37:27Z
j7F15,2019-04-08T12:37:31Z
bvGx3,2019-04-08T12:37:32Z
t3w0r,2019-04-08T12:37:47Z
bvGx3,2019-04-08T12:37:52Z
j7F15,2019-04-08T12:37:52Z
t3w0r,2019-04-08T12:38:08Z
bvGx3,2019-04-08T12:38:12Z
j7F15,2019-04-08T12:38:12Z
f5NV7,2019-04-08T12:38:17Z
t3w0r,2019-04-08T12:38:28Z
bvGx3,2019-04-08T12:38:32Z
j7F15,2019-04-08T12:38:32Z
t3w0r,2019-04-08T12:38:48Z
j7F15,2019-04-08T12:38:53Z
t3w0r,2019-04-08T12:39:08Z
j7F15,2019-04-08T12:39:13Z
t3w0r,2019-04-08T12:39:28Z
j7F15,2019-04-08T12:39:33Z
t3w0r,2019-04-08T12:39:48Z
j7F15,2019-04-08T12:39:53Z
t3w0r,2019-04-08T12:40:08Z
bvGx3,2019-04-08T12:40:11Z
j7F15,2019-04-08T12:40:14Z
t3w0r,2019-04-08T12:40:28Z
bvGx3,2019-04-08T12:40:31Z
j7F15,2019-04-08T12:40:34Z
j7F15,2019-04-08T12:40:54Z
f5NV7,2019-04-08T12:40:57Z
t3w0r,2019-04-08T12:41:08Z
bvGx3,2019-04-08T12:41:11Z
j7F15,2019-04-08T12:41:15Z
j7F15,2019-04-08T12:41:35Z
f5NV7,2019-04-08T12:41:57Z
bvGx3,2019-04-08T12:42:10Z
bvGx3,2019-04-08T12:42:50Z
t3w0r,2019-04-08T12:43:09Z
t3w0r,2019-04-08T12:43:29Z
bvGx3,2019-04-08T12:43:30Z
j7F15,2019-04-08T12:43:37Z
f5NV7,2019-04-08T12:43:37Z
t3w0r,2019-04-08T12:43:49Z
bvGx3,2019-04-08T12:43:50Z
j7F15,2019-04-08T12:43:57Z
f5NV7,2019-04-08T12:43:57Z
t3w0r,2019-04-08T12:44:09Z
bvGx3,2019-04-08T12:44:10Z
f5NV7,2019-04-08T12:44:17Z
t3w0r,2019-04-08T12:44:29Z
bvGx3,2019-04-08T12:44:30Z
f5NV7,2019-04-08T12:44:37Z
t3w0r,2019-04-08T12:44:49Z
t3w0r,2019-04-08T12:45:09Z
bvGx3,2019-04-08T12:45:09Z
bvGx3,2019-04-08T12:45:29Z
t3w0r,2019-04-08T12:45:30Z
bvGx3,2019-04-08T12:45:49Z
t3w0r,2019-04-08T12:45:50Z
t3w0r,2019-04-08T12:46:10Z
bvGx3,2019-04-08T12:46:29Z
t3w0r,2019-04-08T12:46:30Z
j7F15,2019-04-08T12:46:39Z
t3w0r,2019-04-08T12:46:50Z
f5NV7,2019-04-08T12:46:57Z
t3w0r,2019-04-08T12:47:10Z
f5NV7,2019-04-08T12:47:17Z
j7F15,2019-04-08T12:47:20Z
t3w0r,2019-04-08T12:47:30Z
t3w0r,2019-04-08T12:47:50Z
j7F15,2019-04-08T12:47:59Z
j7F15,2019-04-08T12:48:21Z
bvGx3,2019-04-08T12:48:28Z
bvGx3,2019-04-08T12:48:48Z
t3w0r,2019-04-08T12:49:11Z
j7F15,2019-04-08T12:49:22Z
bvGx3,2019-04-08T12:49:28Z
t3w0r,2019-04-08T12:49:31Z
j7F15,2019-04-08T12:49:42Z
bvGx3,2019-04-08T12:49:48Z
t3w0r,2019-04-08T12:49:51Z
j7F15,2019-04-08T12:50:02Z
bvGx3,2019-04-08T12:50:08Z
t3w0r,2019-04-08T12:50:11Z
j7F15,2019-04-08T12:50:23Z
bvGx3,2019-04-08T12:50:28Z
t3w0r,2019-04-08T12:50:31Z
j7F15,2019-04-08T12:51:03Z
bvGx3,2019-04-08T12:51:08Z
f5NV7,2019-04-08T12:51:17Z
bvGx3,2019-04-08T12:51:27Z
t3w0r,2019-04-08T12:51:31Z
f5NV7,2019-04-08T12:51:37Z
bvGx3,2019-04-08T12:51:47Z
t3w0r,2019-04-08T12:51:51Z
bvGx3,2019-04-08T12:52:07Z
t3w0r,2019-04-08T12:52:11Z
bvGx3,2019-04-08T12:52:27Z
t3w0r,2019-04-08T12:52:32Z
f5NV7,2019-04-08T12:52:37Z
bvGx3,2019-04-08T12:52:47Z
t3w0r,2019-04-08T12:52:52Z
f5NV7,2019-04-08T12:52:57Z
bvGx3,2019-04-08T12:53:07Z
f5NV7,2019-04-08T12:53:17Z
bvGx3,2019-04-08T12:53:27Z
bvGx3,2019-04-08T12:53:47Z
bvGx3,2019-04-08T12:54:27Z
bvGx3,2019-04-08T12:54:46Z
bvGx3,2019-04-08T12:55:06Z
bvGx3,2019-04-08T12:55:26Z
j7F15,2019-04-08T12:55:27Z
t3w0r,2019-04-08T12:55:52Z
f5NV7,2019-04-08T12:56:17Z
f5NV7,2019-04-08T12:57:57Z
bvGx3,2019-04-08T12:58:05Z
t3w0r,2019-04-08T12:58:13Z
f5NV7,2019-04-08T12:58:17Z
bvGx3,2019-04-08T12:58:25Z
f5NV7,2019-04-08T12:58:37Z
bvGx3,2019-04-08T12:58:45Z
j7F15,2019-04-08T12:58:50Z
t3w0r,2019-04-08T12:58:53Z
f5NV7,2019-04-08T12:58:57Z
bvGx3,2019-04-08T12:59:05Z
bvGx3,2019-04-08T12:59:05Z
j7F15,2019-04-08T12:59:10Z
j7F15,2019-04-08T12:59:11Z
t3w0r,2019-04-08T12:59:13Z
f5NV7,2019-04-08T12:59:17Z
bvGx3,2019-04-08T12:59:25Z
bvGx3,2019-04-08T12:59:25Z
j7F15,2019-04-08T12:59:30Z
t3w0r,2019-04-08T12:59:33Z
f5NV7,2019-04-08T12:59:37Z
bvGx3,2019-04-08T12:59:45Z
bvGx3,2019-04-08T12:59:45Z
j7F15,2019-04-08T12:59:51Z
t3w0r,2019-04-08T12:59:54Z
t3w0r,2019-04-08T12:59:54Z
f5NV7,2019-04-08T12:59:57Z
j7F15,2019-04-08T13:01:12Z
f5NV7,2019-04-08T13:01:17Z
bvGx3,2019-04-08T13:01:24Z
bvGx3,2019-04-08T13:01:44Z
j7F15,2019-04-08T13:01:53Z
bvGx3,2019-04-08T13:02:24Z
j7F15,2019-04-08T13:02:33Z
t3w0r,2019-04-08T13:02:34Z
bvGx3,2019-04-08T13:02:44Z
j7F15,2019-04-08T13:02:53Z
t3w0r,2019-04-08T13:02:54Z
bvGx3,2019-04-08T13:03:04Z
t3w0r,2019-04-08T13:03:15Z
bvGx3,2019-04-08T13:03:24Z
t3w0r,2019-04-08T13:03:35Z
bvGx3,2019-04-08T13:04:03Z
t3w0r,2019-04-08T13:04:15Z
bvGx3,2019-04-08T13:04:23Z
bvGx3,2019-04-08T13:04:43Z
t3w0r,2019-04-08T13:04:55Z
bvGx3,2019-04-08T13:05:03Z
t3w0r,2019-04-08T13:05:35Z
bvGx3,2019-04-08T13:05:43Z
t3w0r,2019-04-08T13:05:55Z
bvGx3,2019-04-08T13:06:03Z
t3w0r,2019-04-08T13:06:15Z
bvGx3,2019-04-08T13:06:23Z
t3w0r,2019-04-08T13:06:35Z
f5NV7,2019-04-08T13:06:37Z
bvGx3,2019-04-08T13:06:43Z
t3w0r,2019-04-08T13:07:36Z
f5NV7,2019-04-08T13:07:37Z
f5NV7,2019-04-08T13:07:57Z
f5NV7,2019-04-08T13:08:17Z
f5NV7,2019-04-08T13:08:37Z
f5NV7,2019-04-08T13:08:57Z
f5NV7,2019-04-08T13:09:17Z
f5NV7,2019-04-08T13:09:37Z
f5NV7,2019-04-08T13:09:57Z
f5NV7,2019-04-08T13:10:17Z
f5NV7,2019-04-08T13:10:37Z
f5NV7,2019-04-08T13:10:57Z
f5NV7,2019-04-08T13:11:17Z
f5NV7,2019-04-08T13:11:37Z
f5NV7,2019-04-08T13:11:57Z
t3w0r,2019-04-08T13:12:17Z
f5NV7,2019-04-08T13:12:17Z
t3w0r,2019-04-08T13:12:37Z
f5NV7,2019-04-08T13:12:37Z
t3w0r,2019-04-08T13:12:57Z
f5NV7,2019-04-08T13:12:57Z
t3w0r,2019-04-08T13:13:17Z
f5NV7,2019-04-08T13:13:17Z
t3w0r,2019-04-08T13:13:37Z
f5NV7,2019-04-08T13:13:37Z
t3w0r,2019-04-08T13:13:57Z
f5NV7,2019-04-08T13:13:57Z
f5NV7,2019-04-08T13:14:17Z
t3w0r,2019-04-08T13:14:18Z
t3w0r,2019-04-08T13:14:38Z
t3w0r,2019-04-08T13:14:58Z
t3w0r,2019-04-08T13:15:18Z
j7F15,2019-04-08T13:16:05Z
t3w0r,2019-04-08T13:16:18Z
j7F15,2019-04-08T13:16:25Z
j7F15,2019-04-08T13:16:45Z
f5NV7,2019-04-08T13:16:57Z
t3w0r,2019-04-08T13:16:58Z
bvGx3,2019-04-08T13:16:59Z
j7F15,2019-04-08T13:17:06Z
j7F15,2019-04-08T13:17:26Z
j7F15,2019-04-08T13:17:46Z
j7F15,2019-04-08T13:18:07Z
j7F15,2019-04-08T13:18:27Z
j7F15,2019-04-08T13:18:47Z
j7F15,2019-04-08T13:19:07Z
t3w0r,2019-04-08T13:19:19Z
t3w0r,2019-04-08T13:19:39Z
j7F15,2019-04-08T13:19:48Z
t3w0r,2019-04-08T13:19:59Z
j7F15,2019-04-08T13:20:08Z
t3w0r,2019-04-08T13:20:19Z
j7F15,2019-04-08T13:20:29Z
t3w0r,2019-04-08T13:20:39Z
j7F15,2019-04-08T13:20:49Z
t3w0r,2019-04-08T13:20:59Z
j7F15,2019-04-08T13:21:09Z
f5NV7,2019-04-08T13:21:17Z
t3w0r,2019-04-08T13:21:20Z
j7F15,2019-04-08T13:21:30Z
t3w0r,2019-04-08T13:21:40Z
j7F15,2019-04-08T13:21:50Z
t3w0r,2019-04-08T13:21:59Z
j7F15,2019-04-08T13:22:10Z
t3w0r,2019-04-08T13:22:20Z
j7F15,2019-04-08T13:22:30Z
j7F15,2019-04-08T13:22:51Z
t3w0r,2019-04-08T13:22:59Z
j7F15,2019-04-08T13:23:11Z
t3w0r,2019-04-08T13:23:20Z
j7F15,2019-04-08T13:23:31Z
t3w0r,2019-04-08T13:23:40Z
j7F15,2019-04-08T13:23:52Z
t3w0r,2019-04-08T13:23:59Z
j7F15,2019-04-08T13:24:12Z
t3w0r,2019-04-08T13:24:20Z
j7F15,2019-04-08T13:24:32Z
t3w0r,2019-04-08T13:24:40Z
j7F15,2019-04-08T13:24:52Z
t3w0r,2019-04-08T13:25:01Z
j7F15,2019-04-08T13:25:13Z
t3w0r,2019-04-08T13:25:21Z
j7F15,2019-04-08T13:25:33Z
t3w0r,2019-04-08T13:25:41Z
j7F15,2019-04-08T13:25:53Z
t3w0r,2019-04-08T13:26:01Z
j7F15,2019-04-08T13:26:14Z
t3w0r,2019-04-08T13:26:21Z
j7F15,2019-04-08T13:26:34Z
t3w0r,2019-04-08T13:26:41Z
j7F15,2019-04-08T13:26:54Z
t3w0r,2019-04-08T13:27:01Z
j7F15,2019-04-08T13:27:14Z
t3w0r,2019-04-08T13:27:21Z
j7F15,2019-04-08T13:27:35Z
t3w0r,2019-04-08T13:28:01Z
j7F15,2019-04-08T13:28:15Z
t3w0r,2019-04-08T13:28:21Z
j7F15,2019-04-08T13:28:36Z
t3w0r,2019-04-08T13:28:42Z
j7F15,2019-04-08T13:28:56Z
t3w0r,2019-04-08T13:29:02Z
j7F15,2019-04-08T13:29:16Z
t3w0r,2019-04-08T13:29:22Z
j7F15,2019-04-08T13:29:37Z
j7F15,2019-04-08T13:29:57Z
t3w0r,2019-04-08T13:30:02Z
j7F15,2019-04-08T13:30:17Z
j7F15,2019-04-08T13:30:37Z
t3w0r,2019-04-08T13:30:42Z
j7F15,2019-04-08T13:30:58Z
t3w0r,2019-04-08T13:31:02Z
j7F15,2019-04-08T13:31:18Z
t3w0r,2019-04-08T13:31:22Z
j7F15,2019-04-08T13:31:38Z
t3w0r,2019-04-08T13:31:42Z
j7F15,2019-04-08T13:31:59Z
t3w0r,2019-04-08T13:32:02Z
j7F15,2019-04-08T13:32:19Z
t3w0r,2019-04-08T13:32:23Z
j7F15,2019-04-08T13:32:39Z
f5NV7,2019-04-08T13:32:57Z
j7F15,2019-04-08T13:32:59Z
f5NV7,2019-04-08T13:33:17Z
j7F15,2019-04-08T13:33:20Z
f5NV7,2019-04-08T13:33:37Z
j7F15,2019-04-08T13:33:40Z
f5NV7,2019-04-08T13:33:57Z
j7F15,2019-04-08T13:33:59Z
f5NV7,2019-04-08T13:34:17Z
j7F15,2019-04-08T13:34:21Z
f5NV7,2019-04-08T13:34:37Z
j7F15,2019-04-08T13:34:41Z
f5NV7,2019-04-08T13:34:57Z
j7F15,2019-04-08T13:35:01Z
f5NV7,2019-04-08T13:35:17Z
j7F15,2019-04-08T13:35:22Z
f5NV7,2019-04-08T13:35:37Z
f5NV7,2019-04-08T13:35:57Z
j7F15,2019-04-08T13:36:02Z
f5NV7,2019-04-08T13:36:17Z
f5NV7,2019-04-08T13:36:37Z
f5NV7,2019-04-08T13:36:57Z
f5NV7,2019-04-08T13:37:17Z
f5NV7,2019-04-08T13:37:37Z
t3w0r,2019-04-08T13:37:44Z
f5NV7,2019-04-08T13:37:57Z
t3w0r,2019-04-08T13:38:04Z
f5NV7,2019-04-08T13:38:17Z
t3w0r,2019-04-08T13:38:24Z
f5NV7,2019-04-08T13:38:37Z
f5NV7,2019-04-08T13:38:56Z
t3w0r,2019-04-08T13:39:04Z
f5NV7,2019-04-08T13:39:16Z
f5NV7,2019-04-08T13:39:36Z
f5NV7,2019-04-08T13:39:56Z
f5NV7,2019-04-08T13:40:16Z
f5NV7,2019-04-08T13:40:36Z
f5NV7,2019-04-08T13:40:56Z
f5NV7,2019-04-08T13:41:16Z
f5NV7,2019-04-08T13:41:36Z
f5NV7,2019-04-08T13:41:56Z
f5NV7,2019-04-08T13:42:16Z
f5NV7,2019-04-08T13:42:36Z
f5NV7,2019-04-08T13:42:56Z
f5NV7,2019-04-08T13:43:16Z
f5NV7,2019-04-08T13:43:36Z
f5NV7,2019-04-08T13:43:56Z
f5NV7,2019-04-08T13:44:16Z
f5NV7,2019-04-08T13:44:36Z
f5NV7,2019-04-08T13:44:56Z
f5NV7,2019-04-08T13:45:16Z
f5NV7,2019-04-08T13:45:36Z
f5NV7,2019-04-08T13:45:56Z
f5NV7,2019-04-08T13:48:16Z
t3w0r,2019-04-08T13:48:27Z
t3w0r,2019-04-08T13:48:47Z
t3w0r,2019-04-08T13:49:07Z
t3w0r,2019-04-08T13:49:27Z
t3w0r,2019-04-08T13:49:47Z
t3w0r,2019-04-08T13:50:08Z
t3w0r,2019-04-08T13:50:28Z
t3w0r,2019-04-08T13:50:48Z
t3w0r,2019-04-08T13:51:28Z
t3w0r,2019-04-08T13:51:48Z
t3w0r,2019-04-08T13:52:08Z
t3w0r,2019-04-08T13:52:48Z
t3w0r,2019-04-08T13:53:08Z
t3w0r,2019-04-08T13:53:28Z
t3w0r,2019-04-08T13:53:49Z
t3w0r,2019-04-08T13:54:09Z
t3w0r,2019-04-08T13:54:29Z
t3w0r,2019-04-08T13:54:49Z
t3w0r,2019-04-08T13:55:09Z
t3w0r,2019-04-08T13:55:29Z
t3w0r,2019-04-08T13:55:49Z
f5NV7,2019-04-08T13:55:56Z
t3w0r,2019-04-08T13:56:09Z
f5NV7,2019-04-08T13:56:16Z
t3w0r,2019-04-08T13:56:29Z
t3w0r,2019-04-08T13:56:49Z
t3w0r,2019-04-08T13:57:09Z
t3w0r,2019-04-08T13:57:30Z
t3w0r,2019-04-08T14:01:11Z
f5NV7,2019-04-08T14:15:16Z
f5NV7,2019-04-08T14:15:36Z
f5NV7,2019-04-08T14:15:56Z
f5NV7,2019-04-08T14:16:16Z
f5NV7,2019-04-08T14:16:56Z
f5NV7,2019-04-08T14:17:56Z
t3w0r,2019-04-08T14:19:16Z
c687e,2019-04-08T14:19:21Z
t3w0r,2019-04-08T14:19:36Z
c687e,2019-04-08T14:19:59Z
c687e,2019-04-08T14:20:19Z
c687e,2019-04-08T14:20:39Z
c687e,2019-04-08T14:20:59Z
f5NV7,2019-04-08T14:21:16Z
c687e,2019-04-08T14:21:18Z
f5NV7,2019-04-08T14:21:36Z
c687e,2019-04-08T14:21:38Z
f5NV7,2019-04-08T14:21:56Z
c687e,2019-04-08T14:21:57Z
c687e,2019-04-08T14:22:17Z
c687e,2019-04-08T14:22:37Z
j7F15,2019-04-08T14:23:03Z
c687e,2019-04-08T14:23:16Z
f5NV7,2019-04-08T14:23:16Z
j7F15,2019-04-08T14:23:23Z
c687e,2019-04-08T14:23:35Z
f5NV7,2019-04-08T14:23:36Z
j7F15,2019-04-08T14:24:04Z
c687e,2019-04-08T14:24:15Z
j7F15,2019-04-08T14:24:24Z
c687e,2019-04-08T14:24:34Z
f5NV7,2019-04-08T14:24:36Z
j7F15,2019-04-08T14:24:44Z
c687e,2019-04-08T14:24:54Z
j7F15,2019-04-08T14:25:05Z
c687e,2019-04-08T14:25:13Z
j7F15,2019-04-08T14:25:25Z
c687e,2019-04-08T14:25:33Z
j7F15,2019-04-08T14:25:45Z
c687e,2019-04-08T14:25:53Z
j7F15,2019-04-08T14:26:06Z
j7F15,2019-04-08T14:26:26Z
j7F15,2019-04-08T14:26:46Z
t3w0r,2019-04-08T14:26:58Z
j7F15,2019-04-08T14:27:06Z
c687e,2019-04-08T14:27:11Z
f5NV7,2019-04-08T14:27:16Z
t3w0r,2019-04-08T14:27:18Z
j7F15,2019-04-08T14:27:27Z
c687e,2019-04-08T14:27:31Z
f5NV7,2019-04-08T14:27:36Z
t3w0r,2019-04-08T14:27:38Z
j7F15,2019-04-08T14:27:47Z
c687e,2019-04-08T14:27:50Z
f5NV7,2019-04-08T14:27:56Z
t3w0r,2019-04-08T14:27:58Z
j7F15,2019-04-08T14:28:07Z
f5NV7,2019-04-08T14:28:16Z
j7F15,2019-04-08T14:28:28Z
c687e,2019-04-08T14:28:29Z
f5NV7,2019-04-08T14:28:36Z
t3w0r,2019-04-08T14:28:38Z
j7F15,2019-04-08T14:28:48Z
c687e,2019-04-08T14:28:49Z
f5NV7,2019-04-08T14:28:56Z
t3w0r,2019-04-08T14:28:58Z
j7F15,2019-04-08T14:29:08Z
c687e,2019-04-08T14:29:09Z
f5NV7,2019-04-08T14:29:16Z
t3w0r,2019-04-08T14:29:18Z
j7F15,2019-04-08T14:29:28Z
c687e,2019-04-08T14:29:28Z
f5NV7,2019-04-08T14:29:36Z
t3w0r,2019-04-08T14:29:38Z
c687e,2019-04-08T14:29:48Z
j7F15,2019-04-08T14:29:49Z
f5NV7,2019-04-08T14:29:56Z
t3w0r,2019-04-08T14:29:59Z
c687e,2019-04-08T14:30:07Z
j7F15,2019-04-08T14:30:09Z
f5NV7,2019-04-08T14:30:16Z
t3w0r,2019-04-08T14:30:19Z
c687e,2019-04-08T14:30:27Z
j7F15,2019-04-08T14:30:29Z
f5NV7,2019-04-08T14:30:36Z
t3w0r,2019-04-08T14:30:39Z
c687e,2019-04-08T14:30:47Z
j7F15,2019-04-08T14:30:50Z
f5NV7,2019-04-08T14:30:56Z
j7F15,2019-04-08T14:31:10Z
f5NV7,2019-04-08T14:31:16Z
c687e,2019-04-08T14:31:26Z
j7F15,2019-04-08T14:31:30Z
f5NV7,2019-04-08T14:31:36Z
c687e,2019-04-08T14:31:45Z
j7F15,2019-04-08T14:31:51Z
f5NV7,2019-04-08T14:31:56Z
j7F15,2019-04-08T14:32:11Z
f5NV7,2019-04-08T14:32:16Z
c687e,2019-04-08T14:32:24Z
j7F15,2019-04-08T14:32:31Z
f5NV7,2019-04-08T14:32:36Z
c687e,2019-04-08T14:32:44Z
j7F15,2019-04-08T14:32:51Z
f5NV7,2019-04-08T14:32:56Z
c687e,2019-04-08T14:33:04Z
j7F15,2019-04-08T14:33:12Z
f5NV7,2019-04-08T14:33:16Z
j7F15,2019-04-08T14:33:32Z
f5NV7,2019-04-08T14:33:36Z
j7F15,2019-04-08T14:33:52Z
f5NV7,2019-04-08T14:33:56Z
j7F15,2019-04-08T14:34:13Z
f5NV7,2019-04-08T14:34:16Z
j7F15,2019-04-08T14:34:33Z
f5NV7,2019-04-08T14:34:36Z
t3w0r,2019-04-08T14:34:40Z
j7F15,2019-04-08T14:34:53Z
f5NV7,2019-04-08T14:34:56Z
t3w0r,2019-04-08T14:34:59Z
j7F15,2019-04-08T14:35:13Z
f5NV7,2019-04-08T14:35:16Z
t3w0r,2019-04-08T14:35:20Z
j7F15,2019-04-08T14:35:34Z
f5NV7,2019-04-08T14:35:36Z
t3w0r,2019-04-08T14:35:40Z
j7F15,2019-04-08T14:35:54Z
f5NV7,2019-04-08T14:35:56Z
t3w0r,2019-04-08T14:35:59Z
j7F15,2019-04-08T14:36:14Z
f5NV7,2019-04-08T14:36:16Z
t3w0r,2019-04-08T14:36:20Z
j7F15,2019-04-08T14:36:35Z
f5NV7,2019-04-08T14:36:36Z
t3w0r,2019-04-08T14:36:40Z
j7F15,2019-04-08T14:36:55Z
f5NV7,2019-04-08T14:36:56Z
t3w0r,2019-04-08T14:37:01Z
j7F15,2019-04-08T14:37:15Z
f5NV7,2019-04-08T14:37:16Z
t3w0r,2019-04-08T14:37:21Z
j7F15,2019-04-08T14:37:35Z
f5NV7,2019-04-08T14:37:36Z
t3w0r,2019-04-08T14:37:41Z
j7F15,2019-04-08T14:37:56Z
f5NV7,2019-04-08T14:37:56Z
t3w0r,2019-04-08T14:38:01Z
j7F15,2019-04-08T14:38:16Z
f5NV7,2019-04-08T14:38:16Z
t3w0r,2019-04-08T14:38:21Z
j7F15,2019-04-08T14:38:36Z
f5NV7,2019-04-08T14:38:36Z
t3w0r,2019-04-08T14:38:41Z
f5NV7,2019-04-08T14:38:56Z
j7F15,2019-04-08T14:38:57Z
t3w0r,2019-04-08T14:39:01Z
f5NV7,2019-04-08T14:39:16Z
j7F15,2019-04-08T14:39:17Z
t3w0r,2019-04-08T14:39:21Z
f5NV7,2019-04-08T14:39:36Z
j7F15,2019-04-08T14:39:37Z
