id,region,spp,date,mass,wing,sex
b377-8293v,Raleigh,Carolina,2015-05-26,10.2,61,M
v448-6201w,Raleigh,Carolina,2015-06-02,9.4,56,F
t510-8367s,Raleigh,Carolina,2015-06-04,8.6,58,F
z629-4260e,Raleigh,Carolina,2015-06-04,9.1,58,F
w293-4735f,Raleigh,Carolina,2015-06-04,9.1,58,F
f193-3817h,Raleigh,Carolina,2015-06-05,8.6,56,F
d673-2928x,Raleigh,Carolina,2015-06-06,9,56,F
w144-8949c,Raleigh,Carolina,2015-06-16,8.4,55,F
f759-9441f,Raleigh,Carolina,2015-06-19,9.7,61,F
u806-6225n,Raleigh,Carolina,2015-07-17,9.6,57,F
j661-5448q,Raleigh,Carolina,2016-04-23,9.5,62,M
b951-7122k,Raleigh,Carolina,2016-04-27,10,63,M
q815-4950k,Raleigh,Carolina,2016-04-27,10.3,59,F
f500-8281p,Raleigh,Carolina,2016-04-27,9.6,62,M
r470-8971f,Raleigh,Carolina,2016-04-30,9.2,55,F
x287-5235c,Raleigh,Carolina,2016-04-30,9.5,59,M
w715-8345a,Raleigh,Carolina,2016-05-02,8.6,54,F
e623-9758w,Raleigh,Carolina,2016-05-02,10.3,60,M
j350-7103b,Raleigh,Carolina,2016-05-02,9.7,61,M
j342-9412v,Raleigh,Carolina,2016-05-02,8.9,57,F
h661-9403s,Raleigh,Carolina,2016-05-07,10,63,M
d654-1417z,Raleigh,Carolina,2016-05-07,9.6,58,F
r458-8272y,Raleigh,Carolina,2016-05-07,9.5,58,F
l759-3288p,Raleigh,Carolina,2016-05-09,9.1,61,F
x875-1700k,Raleigh,Carolina,2016-05-10,9.3,59,M
k322-1014i,Raleigh,Carolina,2016-05-11,8.8,58,F
u368-1968e,Raleigh,Carolina,2016-05-11,9.6,59,M
l153-3177m,Raleigh,Carolina,2016-05-12,9.2,61,F
c942-1687w,Raleigh,Carolina,2016-05-12,10.2,60,M
l149-7311m,Raleigh,Carolina,2016-05-12,9.6,63,M
k399-7419g,Raleigh,Carolina,2016-05-13,9.8,62,M
z780-9933w,Raleigh,Carolina,2016-05-13,9.8,59,F
d503-3602y,Raleigh,Carolina,2016-05-13,8.9,58,F
m358-7044d,Raleigh,Carolina,2016-05-18,8.4,61,F
v986-6584s,Raleigh,Carolina,2016-05-18,9.7,63,M
e798-6356g,Raleigh,Carolina,2016-05-20,9.8,61,M
o178-2857f,Raleigh,Carolina,2016-05-21,8,58,F
q562-3494z,Raleigh,Carolina,2016-05-21,9,60,F
g194-2094x,Raleigh,Carolina,2016-05-21,10.4,61,M
d281-2120u,Raleigh,Carolina,2016-05-27,8.9,61,M
f842-9201y,Raleigh,Carolina,2016-05-27,8.6,58,F
o603-1892o,Raleigh,Carolina,2016-05-31,11.2,62,M
s549-7477y,Raleigh,Carolina,2016-06-01,8.8,59,F
v370-9008b,Raleigh,Carolina,2016-06-01,9.8,58,F
c965-1321v,Raleigh,Carolina,2016-06-03,9.3,62,M
p848-7741t,Raleigh,Carolina,2016-06-04,9.5,59,F
s367-2472o,Raleigh,Carolina,2016-06-04,9,58,F
y331-9857e,Raleigh,Carolina,2016-06-08,9.9,62,F
o739-3783v,Raleigh,Carolina,2016-06-10,9.3,60,F
o231-9648p,Raleigh,Carolina,2016-06-10,9.1,55,F
m894-7491z,Raleigh,Carolina,2016-06-11,9.1,61,F
k394-9471o,Raleigh,Carolina,2016-06-11,9.1,61,F
l574-3341m,Raleigh,Carolina,2016-06-11,9.2,59,F
m548-9201l,Raleigh,Carolina,2016-06-18,10.5,62,F
d661-1205p,Raleigh,Carolina,2017-04-11,9.7,62,M
f951-5803z,Raleigh,Carolina,2017-04-12,10,63,M
o306-5007d,Raleigh,Carolina,2017-04-12,9.8,60,F
l106-3613n,Raleigh,Carolina,2017-04-14,8.8,62,M
u211-3156u,Raleigh,Carolina,2017-04-14,8.3,58,M
p757-9491n,Raleigh,Carolina,2017-04-15,9.8,62,M
z514-9540p,Raleigh,Carolina,2017-04-19,9.7,60,M
n303-6904q,Raleigh,Carolina,2017-04-19,9.4,61,M
h444-1304r,Raleigh,Carolina,2017-04-30,9.2,62,M
t724-2899e,Raleigh,Carolina,2017-05-01,9.5,61,M
z262-4541q,Raleigh,Carolina,2017-05-07,9.2,59,M
s655-2665p,Raleigh,Carolina,2017-05-08,8.5,57,F
s375-2339a,Raleigh,Carolina,2017-05-08,8.3,56,M
c365-9234m,Raleigh,Carolina,2017-05-10,8.8,61,F
h767-4997m,Raleigh,Carolina,2017-05-15,8.9,56,F
l937-8876h,Raleigh,Carolina,2017-05-15,9.2,61,M
r572-2104h,Raleigh,Carolina,2017-05-15,9.3,62,M
y450-4313p,Raleigh,Carolina,2017-05-15,9.3,60,M
c951-7928f,Raleigh,Carolina,2017-05-15,9.3,62,M
q583-8200h,Raleigh,Carolina,2017-05-19,10,64,M
g780-6983i,Raleigh,Carolina,2017-05-20,8.2,58,F
d808-7386a,Raleigh,Carolina,2017-05-20,10,60,M
o490-6283r,Springfield,Black-capped,2012-05-15,11.75,65,M
l423-6241l,Springfield,Black-capped,2012-05-21,11.6,67,M
b691-1769z,Springfield,Black-capped,2012-05-25,12.8,66,M
k418-7630b,Springfield,Black-capped,2012-05-31,11.9,67,M
f770-5565z,Springfield,Black-capped,2012-06-01,10.6,68,M
o134-7828v,Springfield,Black-capped,2012-06-07,12,61,F
d674-5812u,Springfield,Black-capped,2012-06-19,11.6,65,M
a667-3597e,Springfield,Black-capped,2012-06-23,10,62,F
i393-8800x,Springfield,Black-capped,2012-06-23,10.9,62,F
l263-4392v,Springfield,Black-capped,2012-06-23,10.1,59,F
o670-2374n,Springfield,Black-capped,2012-06-26,11,64,F
j872-7200j,Springfield,Black-capped,2012-06-29,11.11,65,F
o502-4237e,Springfield,Black-capped,2012-06-30,9.64,60,F
e853-7315e,Springfield,Black-capped,2012-06-30,11.55,65,F
d519-9876t,Springfield,Black-capped,2012-07-03,10,61,F
k848-4836z,Springfield,Black-capped,2012-07-03,11,64,F
s849-3706h,Springfield,Black-capped,2012-07-04,9.18,62,F
r462-3772c,Springfield,Black-capped,2012-07-08,12,66,M
s620-6907j,Springfield,Black-capped,2012-07-08,11,65,F
w595-1963g,Springfield,Black-capped,2012-07-08,10,63,F
k921-4905t,Springfield,Black-capped,2012-07-08,11.69,66,F
i379-6495z,Springfield,Black-capped,2012-07-10,11,58,F
m115-2115z,Springfield,Black-capped,2012-07-12,11.14,65,F
o492-5422q,Springfield,Black-capped,2012-07-14,11.66,65,M
p610-7886d,Springfield,Black-capped,2012-07-14,11.81,67,M
c716-3814j,Springfield,Black-capped,2012-07-14,10.41,67,F
i695-6483y,Springfield,Black-capped,2012-07-17,9.71,65,F
j707-5011v,Springfield,Black-capped,2012-07-17,10.22,66,F
w376-7670u,Springfield,Black-capped,2012-07-19,10.74,66,M
v582-6771b,Springfield,Black-capped,2012-07-20,11.64,66,M
y586-8066j,Springfield,Black-capped,2013-05-15,11.06,64,M
n532-7111o,Springfield,Black-capped,2013-05-20,12.21,68,M
s193-4102u,Springfield,Black-capped,2013-05-21,11.87,66,M
o976-3577e,Springfield,Black-capped,2013-05-23,12.12,65.5,M
g773-9777f,Springfield,Black-capped,2013-05-24,12.3,68,M
m311-8020c,Springfield,Black-capped,2013-05-24,11.81,64,M
l601-1196c,Springfield,Black-capped,2013-06-01,10.45,61,F
p494-9188f,Springfield,Black-capped,2013-06-01,11.08,63,M
f165-8210b,Springfield,Black-capped,2013-06-04,11.83,64,M
i913-7515f,Springfield,Black-capped,2013-06-05,11.75,64,M
v764-7478f,Springfield,Black-capped,2013-06-06,12.07,65,M
k697-9668g,Springfield,Black-capped,2013-06-06,11.85,66,M
b958-4597w,Springfield,Black-capped,2013-06-08,11.77,66,M
u108-6764l,Springfield,Black-capped,2013-06-09,11.65,65,M
m614-5045w,Springfield,Black-capped,2013-06-10,10.98,66,M
m502-5811n,Springfield,Black-capped,2013-06-12,11.5,66,M
n303-3325b,Springfield,Black-capped,2013-06-15,12.07,67,M
q179-1555g,Springfield,Black-capped,2013-06-17,10.96,67,M
d736-8370m,Springfield,Black-capped,2013-06-21,10.67,63,F
x731-1295f,Springfield,Black-capped,2013-06-21,11.35,63,F
i673-4579w,Springfield,Black-capped,2013-06-21,11.29,65,F
f570-9932b,Springfield,Black-capped,2013-06-21,11.5,67,M
g360-5190m,Springfield,Black-capped,2013-06-22,11.51,66,M
w162-4031z,Springfield,Black-capped,2013-06-23,11.08,63,M
s261-7518q,Springfield,Black-capped,2013-06-23,10.46,62,F
t611-9956d,Springfield,Black-capped,2013-06-23,10.86,58,F
f613-7789h,Springfield,Black-capped,2013-06-23,12.05,67,M
n397-4415n,Springfield,Black-capped,2013-06-24,11.51,65,F
c206-5063v,Springfield,Black-capped,2013-06-25,11.88,65,M
g295-2398c,Springfield,Black-capped,2013-06-26,11.81,66,M
l787-2006f,Springfield,Black-capped,2013-06-26,10.74,66,M
c181-6428a,Springfield,Black-capped,2013-06-27,11.52,66,M
z476-1852i,Springfield,Black-capped,2013-07-01,12.71,67,M
j938-2677o,Springfield,Black-capped,2013-07-03,10.23,64,M
i230-3444z,Springfield,Black-capped,2013-07-04,11.88,65,M
y568-8123q,Springfield,Black-capped,2013-07-04,11.41,65,M
m842-6987p,Springfield,Black-capped,2013-07-06,11.04,66,M
i208-8529w,Springfield,Black-capped,2013-07-06,11.13,68,F
y419-4647p,Springfield,Black-capped,2013-07-10,11.32,63,M
w323-1486l,Springfield,Black-capped,2013-07-10,10.96,62,F
r445-9267g,Springfield,Black-capped,2013-07-10,11.57,68,M
p805-1823z,Springfield,Black-capped,2013-07-10,9.97,63,F
a268-8612j,Springfield,Black-capped,2013-07-14,10.53,64,F
f861-2821s,Springfield,Black-capped,2013-07-17,11.3,66,M
x360-8948u,Springfield,Black-capped,2013-07-20,9.51,60,F
j655-2480c,Springfield,Black-capped,2013-07-26,11.39,68,F
z505-9985d,Springfield,Black-capped,2013-07-29,11.21,64,M
o567-4260h,Springfield,Black-capped,2013-07-30,10.03,62,F
z377-1992y,Springfield,Black-capped,2013-08-05,11.32,65,M
y461-7028l,Springfield,Black-capped,2014-05-13,12.13,65,M
x586-8315h,Springfield,Black-capped,2014-05-15,11.58,64,M
w642-5013i,Springfield,Black-capped,2014-05-15,12.05,58,F
e320-8899b,Springfield,Black-capped,2014-05-21,10.84,62,M
g617-6862n,Springfield,Black-capped,2014-05-22,11.56,65,M
l679-6416b,Springfield,Black-capped,2014-05-23,11.65,62,F
e897-2237w,Springfield,Black-capped,2014-05-24,11.17,67,M
m211-9854t,Springfield,Black-capped,2014-05-27,11.21,63,M
o958-2452y,Springfield,Black-capped,2014-05-28,11.54,66,M
m883-4773w,Springfield,Black-capped,2014-05-28,11.04,67,M
k401-4739o,Springfield,Black-capped,2014-05-29,11.43,65,M
a857-1562d,Springfield,Black-capped,2014-05-30,11.04,65,M
y607-8421z,Springfield,Black-capped,2014-05-30,11.35,65,M
a285-6735d,Springfield,Black-capped,2014-05-31,12.03,64,M
e274-6057v,Springfield,Black-capped,2014-05-31,11.33,65,M
p425-5243p,Springfield,Black-capped,2014-06-01,12.36,65,M
p744-9761r,Springfield,Black-capped,2014-06-01,11.37,64,M
w336-7189h,Springfield,Black-capped,2014-06-01,11.91,67,M
n815-3844y,Springfield,Black-capped,2014-06-02,12.19,65,M
m379-3810w,Springfield,Black-capped,2014-06-02,11.08,63,M
e993-2353e,Springfield,Black-capped,2014-06-03,11.56,64,M
v958-2117s,Springfield,Black-capped,2014-06-03,11.29,65,M
i663-6482a,Springfield,Black-capped,2014-06-07,11.43,65,M
e184-2539v,Springfield,Black-capped,2014-06-07,12.4,65,M
n614-6583m,Springfield,Black-capped,2014-06-07,10.97,64,M
v466-2297l,Springfield,Black-capped,2014-06-09,11.63,63,M
w196-8172a,Springfield,Black-capped,2014-06-11,11.08,66,M
q706-7052l,Springfield,Black-capped,2014-06-11,11.8,66,M
f838-3144o,Springfield,Black-capped,2014-06-11,11.62,67,M
a843-3469o,Springfield,Black-capped,2014-06-11,11.05,62,F
a891-2437i,Springfield,Black-capped,2014-06-13,11.81,65,M
x566-2329m,Springfield,Black-capped,2014-06-13,11.57,63,F
o303-9102y,Springfield,Black-capped,2014-06-14,12.5,65,M
b825-5868l,Springfield,Black-capped,2014-06-16,12.13,64,M
s225-6438w,Springfield,Black-capped,2014-06-16,10.62,61,F
k660-5064j,Springfield,Black-capped,2014-06-17,11.75,66,M
f871-5897z,Springfield,Black-capped,2014-06-17,11.62,66,M
h893-3054x,Springfield,Black-capped,2014-06-17,11.8,65,M
i963-2311w,Springfield,Black-capped,2014-06-19,10.54,62,F
b890-9747t,Springfield,Black-capped,2014-06-19,10.24,63,F
a504-3841d,Springfield,Black-capped,2014-06-19,11.03,64,F
t144-4346w,Springfield,Black-capped,2014-06-19,11.39,63,M
e396-4898r,Springfield,Black-capped,2014-06-19,11.96,67,M
h387-2756v,Springfield,Black-capped,2014-06-20,12.08,65,M
s707-8802w,Springfield,Black-capped,2014-06-20,10.88,63,F
g707-8678x,Springfield,Black-capped,2014-06-24,11.33,65,M
n744-8611y,Springfield,Black-capped,2014-06-26,12.12,63,M
d806-1954e,Springfield,Black-capped,2014-06-27,11.38,65,M
o529-2508e,Springfield,Black-capped,2014-06-30,11.76,65,M
c791-5811r,Springfield,Black-capped,2014-07-07,12.26,67,M
h676-5567z,Springfield,Black-capped,2014-07-08,12.05,64,M
d396-2474v,Springfield,Black-capped,2014-07-09,10.17,61,F
f492-4514v,Springfield,Black-capped,2014-07-09,11.75,66,M
b534-4154f,Springfield,Black-capped,2014-07-13,11.78,64,M
y763-7799k,Springfield,Black-capped,2014-07-18,12.38,64,F
b687-3060i,Springfield,Black-capped,2014-07-18,11.94,65,F
n699-5764r,Springfield,Black-capped,2014-07-18,10.78,60,F
g280-7374n,Springfield,Black-capped,2014-07-19,9.6,61,F
e950-6341o,Springfield,Black-capped,2014-07-20,11.3,64,M
z193-2088j,Springfield,Black-capped,2014-07-22,11.25,65,F
h124-3658q,Springfield,Black-capped,2014-07-22,12.15,64,F
j255-5041y,Springfield,Black-capped,2015-05-05,12.32,64,M
s321-1344u,Springfield,Black-capped,2015-05-05,12.35,65,M
x561-5418o,Springfield,Black-capped,2015-05-06,10.88,62,M
i194-3924w,Springfield,Black-capped,2015-05-06,12.89,67,M
c498-1780j,Springfield,Black-capped,2015-05-06,11.85,68,M
d473-2500x,Springfield,Black-capped,2015-05-06,12.5,66,M
y445-3063r,Springfield,Black-capped,2015-05-06,11.66,60,F
y170-9926z,Springfield,Black-capped,2015-05-06,10.72,62,M
w194-5693n,Springfield,Black-capped,2015-05-08,12.06,67,M
d738-8038a,Springfield,Black-capped,2015-05-08,12.37,65,M
r674-6950x,Springfield,Black-capped,2015-05-09,11.49,62,M
y629-2909q,Springfield,Black-capped,2015-05-12,10.91,65,M
e134-3316q,Springfield,Black-capped,2015-05-13,12.49,61,F
j885-5672k,Springfield,Black-capped,2015-05-13,10.49,66,M
m885-5235l,Springfield,Black-capped,2015-05-13,12.08,65,M
i488-5339x,Springfield,Black-capped,2015-05-14,11.22,65,M
c237-3783g,Springfield,Black-capped,2015-05-16,11.54,64,M
d248-9114w,Springfield,Black-capped,2015-05-16,11.92,66,M
c675-7531v,Springfield,Black-capped,2015-05-16,11.38,67,M
m603-3309r,Springfield,Black-capped,2015-05-16,11.45,62,F
e263-1049s,Springfield,Black-capped,2015-05-18,12.65,65,F
l771-9106j,Springfield,Black-capped,2015-05-18,11.72,64,M
k983-9857b,Springfield,Black-capped,2015-05-18,11.55,67,M
a546-9808v,Springfield,Black-capped,2015-05-18,11.8,60,F
b296-2744x,Springfield,Black-capped,2015-05-18,10.88,60,F
n867-2477f,Springfield,Black-capped,2015-05-18,12.68,62,M
h886-6094w,Springfield,Black-capped,2015-05-21,12.05,61,F
i913-3644v,Springfield,Black-capped,2015-05-21,11.45,65,M
e850-4719s,Springfield,Black-capped,2015-05-21,11.5,66,M
a290-6395c,Springfield,Black-capped,2015-05-21,12.05,68.5,M
w161-3607i,Springfield,Black-capped,2015-05-22,12.89,65,M
i123-3339o,Springfield,Black-capped,2015-05-23,12.21,67.5,M
r832-2818q,Springfield,Black-capped,2015-05-23,10.82,60,F
w215-5078f,Springfield,Black-capped,2015-05-25,11.77,65,M
g226-3736t,Springfield,Black-capped,2015-05-25,11.63,65,M
u557-9670z,Springfield,Black-capped,2015-05-26,12.63,62.5,F
x169-3293b,Springfield,Black-capped,2015-05-26,12.02,67,M
f626-1882h,Springfield,Black-capped,2015-05-26,11.29,66,M
v966-4547c,Springfield,Black-capped,2015-05-26,11.19,63,M
r421-2407h,Springfield,Black-capped,2015-05-27,11.7,64,M
t294-2565m,Springfield,Black-capped,2015-05-28,12.44,65,M
f207-1893k,Springfield,Black-capped,2015-05-28,12.69,67,M
x976-3038d,Springfield,Black-capped,2015-05-28,11.77,64,M
g467-1839a,Springfield,Black-capped,2015-05-28,12.36,64,M
j477-3454f,Springfield,Black-capped,2015-05-28,10.72,64,F
w618-2777p,Springfield,Black-capped,2015-05-28,11.47,66,M
a193-5328d,Springfield,Black-capped,2015-05-28,11.87,62,M
p279-9002o,Springfield,Black-capped,2015-05-29,10.15,62,F
p912-7277s,Springfield,Black-capped,2015-05-29,12.03,66,M
f231-5062w,Springfield,Black-capped,2015-05-30,11.49,59,F
a543-2071r,Springfield,Black-capped,2015-06-02,11.48,66,M
g809-1425u,Springfield,Black-capped,2015-06-04,11.72,67,M
h480-9898x,Springfield,Black-capped,2015-06-05,11.43,60,F
w548-4453v,Springfield,Black-capped,2015-06-05,11.41,66,M
m978-7894x,Springfield,Black-capped,2015-06-06,11.54,61,F
f715-7172a,Springfield,Black-capped,2015-06-06,11.98,62,F
p835-7590s,Springfield,Black-capped,2015-06-06,12.5,65,M
f353-7416r,Springfield,Black-capped,2015-06-07,12.54,63,F
h236-3716b,Springfield,Black-capped,2015-06-09,11.55,65,M
k621-2287n,Springfield,Black-capped,2015-06-11,12.07,67,M
i800-9698q,Springfield,Black-capped,2015-06-11,10.71,63,M
i195-1487u,Springfield,Black-capped,2015-06-13,11.01,64,M
x974-9875e,Springfield,Black-capped,2015-06-13,9.99,60,F
o657-2073v,Springfield,Black-capped,2015-06-13,10.31,68,M
o978-8811d,Springfield,Black-capped,2015-06-13,11.95,65,M
f123-6222l,Springfield,Black-capped,2015-06-14,11.42,65,M
m357-5289x,Springfield,Black-capped,2015-06-16,11.67,62,M
j117-9411b,Springfield,Black-capped,2015-06-16,11.15,65,F
r142-3829k,Springfield,Black-capped,2015-06-17,11.8,66,M
y976-5070e,Springfield,Black-capped,2015-06-20,10.95,65,M
e403-8055d,Springfield,Black-capped,2015-06-20,12,62,F
j974-3156o,Springfield,Black-capped,2015-06-20,11.86,66,M
d545-6610i,Springfield,Black-capped,2015-06-20,11.63,65,M
j980-5882c,Springfield,Black-capped,2015-06-20,12,66,M
e607-2699j,Springfield,Black-capped,2015-06-20,12.44,64,M
c411-5392s,Springfield,Black-capped,2015-06-25,12.1,66,M
d928-7758v,Springfield,Black-capped,2015-06-27,11.46,66,M
n108-3398a,Springfield,Black-capped,2015-06-27,11.8,67,M
c467-8615e,Springfield,Black-capped,2015-06-27,10.08,60,F
e580-3434i,Springfield,Black-capped,2015-07-02,12.36,66,M
a822-9712j,Springfield,Black-capped,2015-07-03,9.54,62,F
d972-2822f,Springfield,Black-capped,2015-07-07,10.57,62,M
h198-1644h,Springfield,Black-capped,2015-07-08,10.97,67,F
i425-9667x,Springfield,Black-capped,2015-07-09,10.47,67,F
j795-9821y,Springfield,Black-capped,2015-07-09,11.37,67,M
g387-1069l,Springfield,Black-capped,2015-07-09,11.06,60,F
j555-2567c,Springfield,Black-capped,2015-07-13,11.3,67,M
s606-5090x,Springfield,Black-capped,2015-07-14,11.52,66,M
o939-1750j,Springfield,Black-capped,2015-07-16,10.09,62,F
u122-4872w,Springfield,Black-capped,2015-07-17,11.02,61.5,F
w312-4562p,Springfield,Black-capped,2015-07-18,10.82,64,F
u850-3311l,Springfield,Black-capped,2015-07-19,11.66,67,M
f989-6295x,Springfield,Black-capped,2015-07-20,10.25,62,F
c188-9437s,Springfield,Black-capped,2015-07-21,11.35,65,M
m617-5244i,Springfield,Black-capped,2015-07-29,11.66,65,M
i755-6463y,Springfield,Black-capped,2015-07-30,11.81,65,M
j264-8391q,Springfield,Black-capped,2016-05-12,11.61,66,M
m526-7035r,Springfield,Black-capped,2016-05-16,11.2,63,M
f178-2290p,Springfield,Black-capped,2016-05-18,11.9,64,M
j938-8331n,Springfield,Black-capped,2016-05-18,12.2,58,F
h588-6712x,Springfield,Black-capped,2016-05-19,12.2,66,M
l644-2707w,Springfield,Black-capped,2016-05-20,11.9,62,M
u224-6752e,Springfield,Black-capped,2016-05-22,12.1,67,M
c118-6229p,Springfield,Black-capped,2016-05-23,11.4,65,M
j629-6136b,Springfield,Black-capped,2016-05-23,11.9,66,M
j944-7952l,Springfield,Black-capped,2016-05-24,12.5,66,M
h510-4132u,Springfield,Black-capped,2016-05-24,11.5,64.5,M
x755-6397x,Springfield,Black-capped,2016-05-25,11.7,63,M
h791-9043c,Springfield,Black-capped,2016-05-25,12.5,66,M
q154-2252w,Springfield,Black-capped,2016-05-25,12.1,65,M
b576-9867g,Springfield,Black-capped,2016-05-25,12.2,68,M
r397-3560u,Springfield,Black-capped,2016-05-26,11.9,66,M
w441-7765t,Springfield,Black-capped,2016-05-26,12.1,61,F
y840-8847e,Springfield,Black-capped,2016-05-26,12.1,65,M
x595-3223y,Springfield,Black-capped,2016-05-26,11.4,66,M
e237-5622q,Springfield,Black-capped,2016-05-27,11.6,67,M
r359-8199m,Springfield,Black-capped,2016-05-27,10.7,64,F
s289-8544k,Springfield,Black-capped,2016-05-27,11.5,65,M
n949-9361r,Springfield,Black-capped,2016-05-29,10.9,64,F
l882-1566g,Springfield,Black-capped,2016-05-31,11.1,62,F
t518-7318e,Springfield,Black-capped,2016-05-31,11.8,64,M
i694-1230u,Springfield,Black-capped,2016-05-31,11.3,66,M
e658-2430h,Springfield,Black-capped,2016-06-01,11.6,63,M
b905-8642w,Springfield,Black-capped,2016-06-02,10.9,61,F
j747-3447p,Springfield,Black-capped,2016-06-02,11.5,67,M
x961-1460j,Springfield,Black-capped,2016-06-02,11.6,65,M
f254-6411z,Springfield,Black-capped,2016-06-03,11.5,65,M
i473-3969d,Springfield,Black-capped,2016-06-03,10.5,61,F
l638-4345g,Springfield,Black-capped,2016-06-04,11.2,63,F
r467-6257h,Springfield,Black-capped,2016-06-04,12.4,66,M
j461-1061j,Springfield,Black-capped,2016-06-06,11.6,63,M
x279-6052r,Springfield,Black-capped,2016-06-06,11.4,66,M
d691-8197z,Springfield,Black-capped,2016-06-07,10.1,62,F
c969-4122p,Springfield,Black-capped,2016-06-07,11.9,66,M
r401-2177r,Springfield,Black-capped,2016-06-07,10.8,64,M
x543-3514x,Springfield,Black-capped,2016-06-07,11.3,67,M
u485-1381w,Springfield,Black-capped,2016-06-08,10.7,68,M
s467-1934w,Springfield,Black-capped,2016-06-08,11.4,66,M
w780-1502f,Springfield,Black-capped,2016-06-08,11.9,66,M
g660-1852x,Springfield,Black-capped,2016-06-10,12.1,65,M
a473-6061e,Springfield,Black-capped,2016-06-10,10.9,67,M
u780-4271s,Springfield,Black-capped,2016-06-11,12,66,M
i789-3268j,Springfield,Black-capped,2016-06-11,12.1,68,M
z289-7180l,Springfield,Black-capped,2016-06-11,10.7,62,F
z938-3915g,Springfield,Black-capped,2016-06-11,12,65,M
s104-8028g,Springfield,Black-capped,2016-06-12,11.7,66,M
a766-1212o,Springfield,Black-capped,2016-06-12,10.5,64,F
v904-6261y,Springfield,Black-capped,2016-06-12,12.4,67,M
d350-6985n,Springfield,Black-capped,2016-06-15,10.6,63,F
f145-9692l,Springfield,Black-capped,2016-06-16,11.5,62,F
j659-1910v,Springfield,Black-capped,2016-06-16,10.9,65,M
w110-2472j,Springfield,Black-capped,2016-06-16,11.6,63,M
p173-5405x,Springfield,Black-capped,2016-06-17,10.9,65,M
x574-5322t,Springfield,Black-capped,2016-06-17,11.3,66,F
r316-6136w,Springfield,Black-capped,2016-06-17,12.5,67,F
h567-4038x,Springfield,Black-capped,2016-06-20,11.5,65,M
q686-7249a,Springfield,Black-capped,2016-06-20,11.6,68,M
d744-6761c,Springfield,Black-capped,2016-06-20,11.2,63,F
u863-1047z,Springfield,Black-capped,2016-06-20,11,63,F
f983-4773b,Springfield,Black-capped,2016-06-21,11.6,64,M
a646-6523y,Springfield,Black-capped,2016-06-21,11.8,68,M
d240-1697w,Springfield,Black-capped,2016-06-23,10.7,64,F
v846-6675z,Springfield,Black-capped,2016-06-23,11.6,65,F
g535-9573v,Springfield,Black-capped,2016-06-23,11.2,62,F
v899-3792m,Springfield,Black-capped,2016-06-25,12.4,66,F
i270-2231e,Springfield,Black-capped,2016-06-25,11.7,66,F
b488-9581v,Springfield,Black-capped,2016-06-26,11.8,65,F
i404-4738f,Springfield,Black-capped,2016-06-26,11.1,63,F
t333-2389u,Springfield,Black-capped,2016-06-26,11.6,67,M
t215-6468n,Springfield,Black-capped,2016-06-26,10,62,F
y693-3179k,Springfield,Black-capped,2016-06-27,10.7,66,F
k321-2763o,Springfield,Black-capped,2016-06-27,12,65,M
v101-3633w,Springfield,Black-capped,2016-06-27,10.7,63,F
o685-2802z,Springfield,Black-capped,2016-06-28,10.7,62,F
z323-7723j,Springfield,Black-capped,2016-06-28,11.2,65,F
e637-8664x,Springfield,Black-capped,2016-06-30,11.8,64,F
d452-3519z,Springfield,Black-capped,2016-06-30,9.7,62,F
j443-1425i,Springfield,Black-capped,2016-07-01,10.8,62,F
m148-8901j,Springfield,Black-capped,2016-07-01,11.5,65,M
x792-2012a,Springfield,Black-capped,2016-07-01,11.2,62,F
r306-7112j,Springfield,Black-capped,2016-07-02,10.9,61,F
h604-4761n,Springfield,Black-capped,2016-07-02,10.5,61,F
n239-2590p,Springfield,Black-capped,2016-07-04,9.4,61,F
s851-1681l,Springfield,Black-capped,2016-07-06,11,63,F
r979-2742t,Springfield,Black-capped,2016-07-06,11.5,64,F
v827-3714r,Springfield,Black-capped,2016-07-06,11.1,67,M
r966-1617x,Springfield,Black-capped,2016-07-06,11.2,63,F
s621-4778d,Springfield,Black-capped,2016-07-06,10.1,61,F
r646-2111f,Springfield,Black-capped,2016-07-06,11,61,F
m958-8432v,Springfield,Black-capped,2016-07-08,12.2,64,F
d380-9894l,Springfield,Black-capped,2016-07-08,11.5,66,F
f651-1548f,Springfield,Black-capped,2016-07-08,12.2,62,F
f765-9739s,Springfield,Black-capped,2016-07-08,9.5,62,F
b985-2203m,Springfield,Black-capped,2016-07-09,10.4,65,F
u463-5914w,Springfield,Black-capped,2016-07-09,10.8,64,F
d164-9948u,Springfield,Black-capped,2016-07-10,11.6,67,F
f297-9717w,Springfield,Black-capped,2016-07-10,10.9,65,F
i467-3409h,Springfield,Black-capped,2016-07-10,10.8,62,F
c960-7321w,Springfield,Black-capped,2016-07-11,10.6,64,F
h598-9485u,Springfield,Black-capped,2016-07-11,10.5,65,F
v365-2536x,Springfield,Black-capped,2016-07-12,12,65,F
o733-1135i,Springfield,Black-capped,2016-07-12,11.1,62,F
x583-3374c,Springfield,Black-capped,2016-07-12,11.4,67,F
u855-1086w,Springfield,Black-capped,2016-07-12,11.9,67,F
n218-9269u,Springfield,Black-capped,2016-07-13,10.9,64,F
z814-3093q,Springfield,Black-capped,2016-07-13,10.5,64,F
t379-6145x,Springfield,Black-capped,2016-07-13,12.1,65,F
a126-6650r,Springfield,Black-capped,2016-07-13,10.9,65,F
b905-2965q,Springfield,Black-capped,2016-07-14,10.4,62,F
